date,title,source
Oct-17-18,United Airlines is sticking with no-overhead-bin rule for its cheapest tickets,CNBC
Oct-17-18,Spirit Airlines has Appointed Scott M. Haralson as Chief Financial Officer,GlobeNewswire
Oct-17-18,United Airlines is sticking with no-overhead-bin rule for its cheapest tickets,CNBC
Oct-17-18,Spirit Airlines has Appointed Scott M. Haralson as Chief Financial Officer,GlobeNewswire
Oct-18-18,South Carolina lawmakers to Trump: Save nuclear fuel project,Associated Press
Oct-18-18,South Carolina lawmakers to Trump: Save nuclear fuel project,Associated Press
Oct-22-18,"Mega Millions players would spend $1.6B on bills, charity",Associated Press
Oct-22-18,"Mega Millions players would spend $1.6B on bills, charity",Associated Press
Oct-22-18,Liz Weston: How to save money on health care,Associated Press
Oct-22-18,"Mega Millions players would spend $1.6B on bills, charity",Associated Press
Oct-22-18,"Mega Millions players would spend $1.6B on bills, charity",Associated Press
Oct-22-18,Liz Weston: How to save money on health care,Associated Press
Oct-24-18,Spirit (SAVE) Q3 Earnings and Revenues Surpass Estimates,Zacks
Oct-24-18,Spirit: 3Q Earnings Snapshot,Associated Press
Oct-24-18,Spirit Airlines Reports Third Quarter 2018 Results,GlobeNewswire
Oct-24-18,"Airline Stocks' Q3 Earnings Due on Oct 25: AAL, ALK & More",Zacks
Oct-24-18,Spirit (SAVE) Q3 Earnings and Revenues Surpass Estimates,Zacks
Oct-24-18,Spirit: 3Q Earnings Snapshot,Associated Press
Oct-24-18,Spirit Airlines Reports Third Quarter 2018 Results,GlobeNewswire
Oct-24-18,"Airline Stocks' Q3 Earnings Due on Oct 25: AAL, ALK & More",Zacks
Oct-25-18,Edited Transcript of SAVE earnings conference call or presentation 25-Oct-18 1:30pm GMT,Thomson Reuters StreetEvents
Oct-25-18,Why Spirit Airlines Stock Popped 11%,Motley Fool
Oct-25-18,Southwest pledges revenue boost but no baggage fees,Reuters
Oct-25-18,UN: Death toll from Saudi airstrike in Yemen at 21,Associated Press
Oct-25-18,Edited Transcript of SAVE earnings conference call or presentation 25-Oct-18 1:30pm GMT,Thomson Reuters StreetEvents
Oct-25-18,Why Spirit Airlines Stock Popped 11%,Motley Fool
Oct-25-18,Southwest pledges revenue boost but no baggage fees,Reuters
Oct-25-18,UN: Death toll from Saudi airstrike in Yemen at 21,Associated Press
Oct-26-18,AP Investigation: Congo hospitals openly jail poor patients,Associated Press
Oct-26-18,"Spirit Airlines Goes Against the Headwinds, Rallies With Quant Upgrade to 'Buy'",TheStreet.com
Oct-26-18,Spirit Airlines (SAVE) Up on Q3 Earnings & Revenue Beat,Zacks
Oct-26-18,Spirit Airlines Stock Soars 11.6% on Strong Earnings,Motley Fool
Oct-26-18,Edited Transcript of SAVE earnings conference call or presentation 25-Oct-18 1:30pm GMT,Thomson Reuters StreetEvents
Oct-26-18,AP Investigation: Congo hospitals openly jail poor patients,Associated Press
Oct-26-18,"Spirit Airlines Goes Against the Headwinds, Rallies With Quant Upgrade to 'Buy'",TheStreet.com
Oct-26-18,Spirit Airlines (SAVE) Up on Q3 Earnings & Revenue Beat,Zacks
Oct-26-18,Spirit Airlines Stock Soars 11.6% on Strong Earnings,Motley Fool
Oct-26-18,Edited Transcript of SAVE earnings conference call or presentation 25-Oct-18 1:30pm GMT,Thomson Reuters StreetEvents
Oct-30-18,Ben & Jerry's unveils Pecan Resist flavor ahead of midterms,Associated Press
Oct-30-18,"JPMorgan Updates The Airline Sector: 3 Downgrades, 1 Upgrade",Benzinga
Oct-30-18,Ben & Jerry's unveils Pecan Resist flavor ahead of midterms,Associated Press
