date,title,source
Oct-18-18,Ramada by Wyndham Hits 100-Hotel Milestone in China,PR Newswire
Oct-25-18,Wyndham Hotels & Resorts Recognized as One of the Highest Performing Green Buildings in the Country,PR Newswire
Oct-30-18,Edited Transcript of WH.N earnings conference call or presentation 30-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Oct-30-18,Wyndham Hotels & Resorts Reports Third Quarter 2018 Results,PR Newswire
Nov-01-18,Super 8 by Wyndham Says Thank You To Veterans; Will Auction One-of-a-kind Concept Car--ROADM8--In Support Of Fisher House Foundation,PR Newswire
Nov-06-18,Edited Transcript of WH.N earnings conference call or presentation 30-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Nov-07-18,Edited Transcript of WH.N earnings conference call or presentation 30-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Nov-09-18,Wyndham Rewards Named Best Hotel Loyalty Program in USA TODAY 10Best Readers' Choice Awards,PR Newswire
Nov-12-18,Here's what's next for the parent of Brio and Bravo's new Orlando HQ,American City Business Journals
Nov-13-18,La Quinta by Wyndham Continues Momentum with Seven New Hotels in Third Quarter,PR Newswire
Nov-16-18,Wyndham Hotels & Resorts Declares Cash Dividend,PR Newswire
Nov-20-18,"Consolidated Research: 2018 Summary Expectations for Timken, Kingsway Financial Services, The Cooper Companies, Westell Technologies, TESSCO Technologies, and Wyndham Hotels & Resorts  Fundamental Analysis, Key Performance Indications",GlobeNewswire
Nov-27-18,Trademark Collection by Wyndham Pushes Past 100-Hotel Mark with a Dozen Destinations Debuting in Canada,PR Newswire
Nov-29-18,Economic development officials sound off on C. Fla.s biggest 2018 wins,American City Business Journals
Dec-19-18,How hotels are responding to the rise of Airbnb,American City Business Journals
Dec-26-18,"Is Wyndham Hotels & Resorts, Inc.s (NYSE:WH) 15% ROE Strong Compared To Its Industry?",Simply Wall St.
Jan-04-19,New grocer entering Triad market this spring,American City Business Journals
Jan-14-19,"Wyndham Hotels & Resorts to Report Fourth Quarter and Full-Year 2018 Earnings on February 13, 2019",PR Newswire
Jan-15-19,"Super 8 by Wyndham Concept Car Helps Raise More Than $42,000 In Support Of Leading Military Non-Profit Fisher House Foundation",PR Newswire
Jan-16-19,Wyndham Destinations to hire 145 workers in Central Florida,American City Business Journals
Jan-16-19,Wyndham Hotels & Resorts Reacquires Direct Franchising Rights For The Days Inn Brand In China,PR Newswire
Jan-17-19,Jumpstart Spring with Extraordinary Deals and Savings from Wyndham Destinations,PR Newswire
Jan-29-19,Wyndham Grand to Debut in Six New Destinations in 2019,PR Newswire
