date,title,source
Oct-18-18,Investing In Property Through Healthcare Realty Trust Incorporated (NYSE:HR),Simply Wall St.
Oct-30-18,Healthcare Realty Trust Announces Third Quarter Dividend,GlobeNewswire
Nov-01-18,Healthcare Realty (HR) Q3 FFO Meet Estimates,Zacks
Nov-01-18,Healthcare Realty: 3Q Earnings Snapshot,Associated Press
Nov-01-18,Healthcare Realty Trust Reports Results for the Third Quarter,GlobeNewswire
Nov-02-18,Edited Transcript of HR earnings conference call or presentation 2-Nov-18 2:00pm GMT,Thomson Reuters StreetEvents
Nov-02-18,Healthcare Realty Trust (HR) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Nov-07-18,"Consolidated Research: 2018 Summary Expectations for Healthcare Realty Trust, Mack-Cali Realty, PJT Partners, R.R. Donnelley & Sons, Dorian LPG, and Brookfield Property Partners  Fundamental Analysis, Key Performance Indications",GlobeNewswire
Jan-16-19,Healthcare Realty Trust Announces Fourth Quarter Earnings Release Date and Conference Call,GlobeNewswire
Jan-18-19,Why Trending Outpatient Care is a Boon for Healthcare REITs,Zacks
Feb-04-19,Two Harbors Investment (TWO) Q4 Earnings: What to Expect?,Zacks
Feb-06-19,"Research Report Identifies Norfolk Southern, DENTSPLY SIRONA, Healthcare Realty Trust, PTC, Intellia Therapeutics, and El Paso Electric with Renewed Outlook  Fundamental Analysis, Calculating Forward Movement",GlobeNewswire
Feb-12-19,Healthcare Realty Trust Announces Fourth Quarter Dividend,GlobeNewswire
Feb-13-19,Healthcare Realty (HR) Meets Q4 FFO Estimates,Zacks
Feb-13-19,Healthcare Realty: 4Q Earnings Snapshot,Associated Press
Feb-13-19,Healthcare Realty Trust Reports Results for the Fourth Quarter,GlobeNewswire
Feb-14-19,Healthcare Realty Trust (HR) Q4 2018 Earnings Conference Call Transcript,Motley Fool
Feb-19-19,Edited Transcript of HR earnings conference call or presentation 14-Feb-19 3:00pm GMT,Thomson Reuters StreetEvents
Feb-25-19,Healthcare Realty Trust Announces Corporate Governance Changes,GlobeNewswire
Feb-26-19,Edited Transcript of HR earnings conference call or presentation 14-Feb-19 3:00pm GMT,Thomson Reuters StreetEvents
Mar-14-19,"Healthcare Realty Trust Announces Public Offering of 3,250,000 Shares of Common Stock",GlobeNewswire
Mar-15-19,Healthcare Realty (HR) Prices Offering of 3.25M Common Stock,Zacks
Apr-02-19,Healthcare Realty Trust Completes Recent Acquisitions,GlobeNewswire
Apr-03-19,Inova Fair Oaks campus buildings sell for $46M,American City Business Journals
Apr-04-19,Healthcare Realty Trust Announces First Quarter Earnings Release Date and Conference Call,GlobeNewswire
Apr-05-19,Healthcare Realty Completes MOB Buyouts in Potential Markets,Zacks
Apr-12-19,Update: Healthcare Realty Trust (NYSE:HR) Stock Gained 28% In The Last Five Years,Simply Wall St.
Apr-25-19,Heres What Hedge Funds Think About Healthcare Realty Trust Inc (HR),Insider Monkey
