date,title,source
Oct-17-18,Under Armour calls its executive turnover a 'normal course of progression',American City Business Journals
Oct-18-18,Is Skechers Stock a Buy Before Earnings?,InvestorPlace
Oct-18-18,10 Stocks With High Return on Equity,Investopedia
Oct-19-18,Under Armour Stock Can Triple. Heres How,Barrons.com
Oct-22-18,Upgrades & downgrades in the trader blitz,CNBC Videos
Oct-23-18,What to watch when Greater Baltimore public companies report latest earnings,American City Business Journals
Oct-24-18,Jury finds defendants in NCAA corruption trial guilty on all counts,American City Business Journals
Oct-25-18,Why is Northrop lower on earnings? Buy Under Armour befor...,CNBC Videos
Oct-25-18,Vans' Popularity Hits All-Time High Among Teens In Piper Jaffray Survey,Benzinga
Oct-29-18,"5 Top Stock Charts for Tuesday: Trading IBM, GE and Boeing",InvestorPlace
Oct-29-18,A Preview Of Under Armour's Q3 Earnings,Benzinga
Oct-29-18,Under Armour Stock Probably Wont Get Earnings Boost,InvestorPlace
Oct-29-18,Factors Likely to Influence Under Armour's (UAA) Q3 Earnings,Zacks
Oct-30-18,[$$] Under Armours Winning Combination,The Wall Street Journal
Oct-30-18,[$$] Under Armour Gets Boost From International Sales,The Wall Street Journal
Oct-30-18,[$$] Under Armour's Winning Combination,The Wall Street Journal
Oct-30-18,Under Armour Posts Largest Share Gain In 10 Years After Q3 Beat,Benzinga
Oct-30-18,"Mondelez, Under Armour and Vulcan climb while GE slumps",Associated Press
Oct-30-18,"Why Under Armour, Akamai, and Chegg Jumped Today",Motley Fool
Oct-30-18,Under Armours Latest Earnings Fired Up the Stock,Barrons.com
Oct-30-18,Dow Closes Sharply Higher as Late Surge Pushes Stock Gains,TheStreet.com
Oct-30-18,"Electro Scientific Industries, Under Armour, Chegg and More: Why These Stocks Are Surging",Insider Monkey
Oct-30-18,"5 Top Stock Trades for Wednesday: GE, UA and Facebook Earnings",InvestorPlace
Oct-30-18,Under Armour shares skyrocket but competition with Nike is still a threat,MarketWatch
Oct-30-18,"Forget Under Armour (UAA), Lululemon (LULU) Stock Looks Like a Strong Buy",Zacks
Oct-30-18,Top 10 Stocks Under $20,Zacks
Oct-30-18,"Under Armour (UAA) Stock Up on Q3 Earnings Beat, Raised View",Zacks
Oct-30-18,Under Armour Rockets Higher Midday; Nike Also Rises,Investing.com
Oct-30-18,Kevin Plank warns competitors: Under Armour will soon be 'something to deal with' again,American City Business Journals
Oct-30-18,3 Stocks Jump on Tuesday,GuruFocus.com
Oct-30-18,Why Under Armour Stock Soared Today,Motley Fool
Oct-30-18,US STOCKS-Wall Street moves higher as chip stocks rebound,Reuters
Oct-30-18,Coke & Under Armour Earnings Impress As Wall Street Braces for Facebook,Zacks
Oct-30-18,Under Armour Inc (UA) (UAA) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Oct-30-18,Under Armour shares surge as turnaround efforts take hold,Reuters
Oct-30-18,Under Armour Breaks Out as Turnaround Gains Steam,Investopedia
Oct-30-18,US STOCKS-Wall Street gains as chip stocks lead bounce back,Reuters
Oct-30-18,Under Armour surges after positive earnings report,CNBC Videos
Oct-30-18,Under Armour Is Off and Running Following Q3 Beat and Upbeat Guidance,TheStreet.com
Oct-30-18,Under Armour shares surge on rosy outlook as turnaround takes hold,Reuters
Oct-30-18,"Amid Q3 Earnings Season, Fresh Jobs Numbers From ADP",Zacks
Oct-30-18,US STOCKS-U.S. stocks ride higher on trade optimism,Reuters
Oct-30-18,Under Armour Soars Most Since 2008 With Turnaround Taking Hold,Bloomberg
Oct-30-18,[$$] Under Armour Gets Boost From International Sales,The Wall Street Journal
Oct-30-18,Wall Street set to open higher on trade optimism,Reuters
Oct-30-18,US STOCKS-Wall St set to open higher on trade optimism,Reuters
Oct-30-18,Under Armour (UAA) Q3 Earnings and Revenues Surpass Estimates,Zacks
