date,title,source
Oct-25-18,Edited Transcript of HEES earnings conference call or presentation 25-Oct-18 2:00pm GMT,Thomson Reuters StreetEvents
Oct-25-18,H&E Equipment (HEES) Lags Q3 Earnings Estimates,Zacks
Oct-25-18,H&E Equipment: 3Q Earnings Snapshot,Associated Press
Oct-25-18,H&E Equipment Services Reports Third Quarter 2018 Results,Business Wire
Nov-05-18,Should H&E Equipment Services Inc (NASDAQ:HEES) Be Part Of Your Portfolio?,Simply Wall St.
Nov-07-18,H&E Equipment Services Reports Quarterly Cash Dividend,Business Wire
Nov-09-18,H&E Equipment Services Announces Changes to Executive Management and the Board of Directors,Business Wire
Nov-27-18,"Research Report Identifies ITT, Sally Beauty, American Water Works, Laredo Petroleum, H&E Equipment Services, and Horizon Global with Renewed Outlook  Fundamental Analysis, Calculating Forward Movement",GlobeNewswire
Dec-11-18,"How Much is H&E Equipment Services, Inc.s (NASDAQ:HEES) CEO Getting Paid?",Simply Wall St.
Dec-24-18,Manufacturing - Construction & Mining Industry: Prospects Dim,Zacks
Jan-08-19,"H&E Equipment Services to Acquire Texas-Based Construction Equipment Rental Company, We-Rent-It",Business Wire
Jan-09-19,"Investor Expectations to Drive Momentum within PulteGroup, Dave & Buster's Entertainment, AcelRx Pharmaceuticals, LSC Communications, PNM Resources, Inc. (Holding Co.), and H&E Equipment Services  Discovering Underlying Factors of Influence",GlobeNewswire
Jan-10-19,"Is H&E Equipment Services, Inc. (NASDAQ:HEES) Expensive For A Reason? A Look At The Intrinsic Value",Simply Wall St.
Jan-22-19,5 Hot Small-Cap Stocks That Are a Bit Too Toasty,InvestorPlace
Jan-24-19,Why Caterpillar (CAT) Stock Looks Like a Buy Ahead of Q4 Earnings,Zacks
Feb-04-19,"H&E Equipment Services Completes Acquisition of Texas-Based Construction Equipment Rental Company, We-Rent-It",Business Wire
Feb-05-19,"Should You Be Impressed By H&E Equipment Services, Inc.s (NASDAQ:HEES) ROE?",Simply Wall St.
