date,title,source
Oct-17-18,Announcing Grand Openings For Two New Richmond American Communities,PR Newswire
Oct-22-18,M.D.C. Holdings Declares Quarterly Cash Dividend,PR Newswire
Oct-22-18,Now Selling In LA's Panorama City: Vesper Village,PR Newswire
Oct-25-18,M.D.C. Holdings (MDC) Q3 Earnings Preview: What to Watch Ahead of the Release,Zacks
Oct-26-18,M.D.C. Holdings (MDC): Moving Average Crossover Alert,Zacks
Oct-31-18,Richmond American Announces Grand Opening At The Pinery Masterplan In Parker,PR Newswire
Nov-01-18,"4 Days Left Before MDC Holdings Inc (NYSE:MDC) Will Be Trading Ex-Dividend,",Simply Wall St.
Nov-01-18,M.D.C. Holdings Announces 2018 Third Quarter Results,PR Newswire
Nov-02-18,Edited Transcript of MDC earnings conference call or presentation 1-Nov-18 4:30pm GMT,Thomson Reuters StreetEvents
Nov-06-18,MDC Holdings Hosts Investor Event and Webcast,PR Newswire
Nov-07-18,Richmond American Announces Fifth Community in Polk County,PR Newswire
Nov-07-18,Edited Transcript of MDC earnings conference call or presentation 1-Nov-18 4:30pm GMT,Thomson Reuters StreetEvents
Nov-08-18,Now Selling: New Middleburg Community With Top Floor Plans,PR Newswire
Nov-12-18,"Research Report Identifies Warrior Met Coal, Shake Shack, Enable Midstream Partners, LP, Jagged Peak Energy, M.D.C., and NetScout with Renewed Outlook  Fundamental Analysis, Calculating Forward Movement",GlobeNewswire
Nov-13-18,New Castle Rock Community with Attached RV Garages,PR Newswire
Nov-15-18,M.D.C. Holdings Investor Day Webcast is Available,PR Newswire
Nov-20-18,What Makes MDC Holdings Inc (NYSE:MDC) A Great Dividend Stock?,Simply Wall St.
Nov-27-18,Richmond American Joins Sought-After Sorrel Ranch Communities in Aurora,PR Newswire
Dec-03-18,Here's Why You Should Hold M.D.C Holdings in Your Portfolio,Zacks
Dec-04-18,Grand Opening Events for Two New Phoenix Communities,PR Newswire
Dec-06-18,Richmond American Homes Named 2019 Silver Award Recipient for Best Design Center,PR Newswire
